ABC HONG KONG,6031,6030 - Office Admin Costs:6031 - Office Cleaning/Amenities,6031 - Office Cleaning/Amenities,6230 - Office Cleaning
ABC HONG KONG,6032,6030 - Office Admin Costs:6032 - Secretarial Services,6032 - Secretarial Services,6180 - Contracted Services
ABC HONG KONG,6040,6040 - Recruitment Advertising,6040 - Recruitment Advertising,6160 - Recruitment Costs
ABC HONG KONG,6042,6040 - Recruitment Advertising:6042 - Internet Recruitment,6042 - Internet Recruitment,6160 - Recruitment Costs
ABC HONG KONG,6044,6040 - Recruitment Advertising:6044 - Recruitment Agency Fee,6044 - Recruitment Agency Fee,6160 - Recruitment Costs
ABC HONG KONG,6050,6050 - Employee Training,6050 - Employee Training,6150 - Staff Training and Development
ABC HONG KONG,6052,6050 - Employee Training:6052 - Fees Paid for External Training,6052 - Fees Paid for External Training,6150 - Staff Training and Development
ABC HONG KONG,6054,6050 - Employee Training:6054 - Government Grants for Training,6054 - Government Grants for Training,6150 - Staff Training and Development
ABC HONG KONG,6100,6100 - Marketing,6100 - Marketing,6490 - Other Marketing Costs
ABC HONG KONG,6101,6100 - Marketing:6101 - Seminars & Promotion,6101 - Seminars & Promotion,6430 - Seminar Costs
ABC HONG KONG,6102,6100 - Marketing:6102 - Printed Marketing Material,6102 - Printed Marketing Material,6440 - Printing and Production
ABC HONG KONG,6103,6100 - Marketing:6103 - Outside Services,6103 - Outside Services,6450 - Design and Web costs
ABC HONG KONG,6110,6110 - Motor Expense,6110 - Motor Expense,6630 - Transportation
ABC HONG KONG,6120,6120 - Bank Service Charges,6120 - Bank Service Charges,6810 - Bank Service Charges
ABC HONG KONG,6125,6125 - Books and Publications,6125 - Books and Publications,6810 - Bank Service Charges
ABC HONG KONG,6130,6130 - Cash Discounts,6130 - Cash Discounts,6930 - Cash Discounts
ABC HONG KONG,6140,6140 - Gifts and Donations,6140 - Gifts and Donations,6460 - Gifts & Donations
ABC HONG KONG,6150,6150 - Depreciation Expense,6150 - Depreciation Expense,6830 - Depreciation Expense
ABC HONG KONG,6153,6150 - Depreciation Expense:6153 - Office Equip Depn,6153 - Office Equip Depn,6830 - Depreciation Expense
ABC HONG KONG,6155,6150 - Depreciation Expense:6155 - Depn Comp Eqt,6155 - Depn Comp Eqt,6830 - Depreciation Expense
ABC HONG KONG,6157,6150 - Depreciation Expense:6157 - Depn Fixtures & Fittings,6157 - Depn Fixtures & Fittings,6830 - Depreciation Expense
ABC HONG KONG,6160,6160 - Dues and Subscriptions,6160 - Dues and Subscriptions,6920 - Dues and Subscriptions
ABC HONG KONG,6165,6165 - Entertainment,6165 - Entertainment,6410 - Client Entertainment
ABC HONG KONG,6170,6170 - Equipment Rental,6170 - Equipment Rental,6370 - Equipment Expenses & Rentals
ABC HONG KONG,6175,6175 - Expensed Equipment,6175 - Expensed Equipment,6370 - Equipment Expenses & Rentals
ABC HONG KONG,6180,6180 - Insurance,6180 - Insurance,6170 - Insurances - HR Related
ABC HONG KONG,6181,6180 - Insurance:6181 - Fire & Risks,6181 - Fire & Risks,6270 - Insurance - Occupancy Related
ABC HONG KONG,6185,6180 - Insurance:6185 - Professional Indemnity Insuranc,6185 - Professional Indemnity Insuranc,6170 - Insurances - HR Related
ABC HONG KONG,6186,6180 - Insurance:6186 - Sickness and accident Insurance,6186 - Sickness and accident Insurance,6170 - Insurances - HR Related
ABC HONG KONG,6187,6180 - Insurance:6187 - Employer's Liability,6187 - Employer's Liability,6170 - Insurances - HR Related
ABC HONG KONG,6188,6180 - Insurance:6188 - Employee Compensation,6188 - Employee Compensation,6170 - Insurances - HR Related
ABC HONG KONG,6200,6200 - Interest Expense,6200 - Interest Expense,6820 - Interest Expense
ABC HONG KONG,6202,6200 - Interest Expense:6202 - Finance Charge,6202 - Finance Charge,6820 - Interest Expense
ABC HONG KONG,6204,6200 - Interest Expense:6204 - Loan Interest,6204 - Loan Interest,6820 - Interest Expense
ABC HONG KONG,6208,6200 - Interest Expense:6208 - Mortgage,6208 - Mortgage,6820 - Interest Expense
ABC HONG KONG,6230,6230 - Licenses and Permits,6230 - Licenses and Permits,6750 - Licences & Permits
ABC HONG KONG,6231,6230 - Licenses and Permits:6231 - Business Registration,6231 - Business Registration,6750 - Licences & Permits
ABC HONG KONG,6240,6240 - Miscellaneous,6240 - Miscellaneous,6990 - Miscellaneous Expenses
ABC HONG KONG,6250,6250 - Postage and Delivery,6250 - Postage and Delivery,6310 - Postage and Courier
ABC HONG KONG,6260,6260 - Printing and Reproduction,6260 - Printing and Reproduction,6350 - Printing
ABC HONG KONG,6270,6270 - Professional Fees,6270 - Professional Fees,6790 - Other Acctg & Legal
ABC HONG KONG,6271,6270 - Professional Fees:6271 - Accounting,6271 - Accounting,6710 - Accounting
ABC HONG KONG,6272,6270 - Professional Fees:6272 - Legal Fees,6272 - Legal Fees,6740 - Legal Fees
ABC HONG KONG,6273,6270 - Professional Fees:6273 - Audit Fee,6273 - Audit Fee,6720 - Audit Costs
ABC HONG KONG,6275,6270 - Professional Fees:6275 - Other Professional Services,6275 - Other Professional Services,6790 - Other Acctg & Legal
ABC HONG KONG,6276,6270 - Professional Fees:6276 - Disbursements,6276 - Disbursements,6720 - Audit Costs
ABC HONG KONG,6280,6280 - Repairs,6280 - Repairs,6240 - Building Repairs & Maintenance
ABC HONG KONG,6281,6280 - Repairs:6281 - Building Repairs,6281 - Building Repairs,6240 - Building Repairs & Maintenance
ABC HONG KONG,6282,6280 - Repairs:6282 - Computer Repairs,6282 - Computer Repairs,6360 - Equipment Repairs
ABC HONG KONG,6283,6280 - Repairs:6283 - Equipment Repairs,6283 - Equipment Repairs,6360 - Equipment Repairs
ABC HONG KONG,6285,6280 - Repairs:6285 - Janitorial Exp,6285 - Janitorial Exp,6240 - Building Repairs & Maintenance
ABC HONG KONG,6290,6290 - Subscriptions,6290 - Subscriptions,6920 - Dues and Subscriptions
ABC HONG KONG,6300,6300 - Software Expense,6300 - Software Expense,6330 - Software Expense
ABC HONG KONG,6310,6310 - EDP Consumables,6310 - EDP Consumables,6340 - Computer Consumables
ABC HONG KONG,6320,6320 - Telephone,6320 - Telephone,6510 - Telephone
ABC HONG KONG,6321,6320 - Telephone:6321 - Installation,6321 - Installation,6510 - Telephone
ABC HONG KONG,6322,6320 - Telephone:6322 - Internet Charges,6322 - Internet Charges,6520 - Internet
ABC HONG KONG,6323,6320 - Telephone:6323 - ISD Calls,6323 - ISD Calls,6510 - Telephone
